,Year,County,Property_type,mean_inventory,Median_sales_price,county_ascii,lat,lng
652,2019,Madera,Condo/Co-op,0.75,182875,Madera,37.218,-119.7627
653,2019,Madera,Multi-Family (2-4 Unit),8.29,404571.43,Madera,37.218,-119.7627
654,2019,Madera,Single Family Residential,549.55,304134.09,Madera,37.218,-119.7627
655,2020,Madera,All Residential,388.55,341059.09,Madera,37.218,-119.7627
656,2020,Madera,Condo/Co-op,5,243250,Madera,37.218,-119.7627
657,2020,Madera,Multi-Family (2-4 Unit),2.62,283062.5,Madera,37.218,-119.7627
658,2020,Madera,Single Family Residential,383,342886.36,Madera,37.218,-119.7627
659,2020,Madera,Townhouse,0,169500,Madera,37.218,-119.7627
660,2021,Madera,All Residential,267.09,403415.91,Madera,37.218,-119.7627
661,2021,Madera,Condo/Co-op,1.29,216285.71,Madera,37.218,-119.7627
662,2021,Madera,Multi-Family (2-4 Unit),2.89,398911.11,Madera,37.218,-119.7627
663,2021,Madera,Single Family Residential,263.09,406056.82,Madera,37.218,-119.7627
664,2022,Madera,All Residential,418,777750,Madera,37.218,-119.7627
665,2022,Madera,Condo/Co-op,3,424750,Madera,37.218,-119.7627
666,2022,Madera,Multi-Family (2-4 Unit),8,281500,Madera,37.218,-119.7627
667,2022,Madera,Single Family Residential,401,784500,Madera,37.218,-119.7627
668,2012,Marin,All Residential,659.09,727113.64,Marin,38.0734,-122.7234
669,2012,Marin,Condo/Co-op,112.36,355868.18,Marin,38.0734,-122.7234
670,2012,Marin,Multi-Family (2-4 Unit),65.09,999404,Marin,38.0734,-122.7234
671,2012,Marin,Single Family Residential,481.64,814904.86,Marin,38.0734,-122.7234
672,2012,Marin,Townhouse,0,997500,Marin,38.0734,-122.7234
673,2013,Marin,All Residential,509.27,865045.45,Marin,38.0734,-122.7234
674,2013,Marin,Condo/Co-op,81.27,458196.27,Marin,38.0734,-122.7234
675,2013,Marin,Multi-Family (2-4 Unit),58.27,1108936.36,Marin,38.0734,-122.7234
676,2013,Marin,Single Family Residential,369.73,968818.18,Marin,38.0734,-122.7234
677,2014,Marin,All Residential,474.18,957293.64,Marin,38.0734,-122.7234
678,2014,Marin,Condo/Co-op,88.73,535409.09,Marin,38.0734,-122.7234
679,2014,Marin,Multi-Family (2-4 Unit),50.73,1445204.55,Marin,38.0734,-122.7234
680,2014,Marin,Single Family Residential,334.73,1075491.73,Marin,38.0734,-122.7234
681,2015,Marin,All Residential,525.27,1006931.82,Marin,38.0734,-122.7234
682,2015,Marin,Condo/Co-op,112.64,608259.09,Marin,38.0734,-122.7234
683,2015,Marin,Multi-Family (2-4 Unit),49.91,1397176.68,Marin,38.0734,-122.7234
684,2015,Marin,Single Family Residential,362.73,1174459.09,Marin,38.0734,-122.7234
685,2016,Marin,All Residential,573.55,1079544.36,Marin,38.0734,-122.7234
686,2016,Marin,Condo/Co-op,122.09,628054.55,Marin,38.0734,-122.7234
687,2016,Marin,Multi-Family (2-4 Unit),41.91,1432931.82,Marin,38.0734,-122.7234
688,2016,Marin,Single Family Residential,409.27,1250045.45,Marin,38.0734,-122.7234
689,2016,Marin,Townhouse,0,1255000,Marin,38.0734,-122.7234
690,2017,Marin,All Residential,520.73,1168454.55,Marin,38.0734,-122.7234
691,2017,Marin,Condo/Co-op,91.55,649490.91,Marin,38.0734,-122.7234
692,2017,Marin,Multi-Family (2-4 Unit),48.55,1735477.27,Marin,38.0734,-122.7234
693,2017,Marin,Single Family Residential,380.55,1340045.45,Marin,38.0734,-122.7234
694,2017,Marin,Townhouse,0,515150,Marin,38.0734,-122.7234
695,2018,Marin,All Residential,537.36,1268100,Marin,38.0734,-122.7234
696,2018,Marin,Condo/Co-op,99.55,711568.18,Marin,38.0734,-122.7234
697,2018,Marin,Multi-Family (2-4 Unit),55.27,1776163.64,Marin,38.0734,-122.7234
698,2018,Marin,Single Family Residential,382.36,1430454.55,Marin,38.0734,-122.7234
699,2018,Marin,Townhouse,0,1050000,Marin,38.0734,-122.7234
700,2019,Marin,All Residential,627.91,1257045.45,Marin,38.0734,-122.7234
701,2019,Marin,Condo/Co-op,128.73,700704.55,Marin,38.0734,-122.7234
702,2019,Marin,Multi-Family (2-4 Unit),55,1919318.18,Marin,38.0734,-122.7234
703,2019,Marin,Single Family Residential,443.64,1394386.36,Marin,38.0734,-122.7234
704,2020,Marin,All Residential,525.64,1379886.36,Marin,38.0734,-122.7234
705,2020,Marin,Condo/Co-op,130.82,749818.18,Marin,38.0734,-122.7234
706,2020,Marin,Multi-Family (2-4 Unit),51.27,1752227.27,Marin,38.0734,-122.7234
707,2020,Marin,Single Family Residential,342.55,1526704.55,Marin,38.0734,-122.7234
708,2020,Marin,Townhouse,0,2450000,Marin,38.0734,-122.7234
709,2021,Marin,All Residential,408.27,1531727.27,Marin,38.0734,-122.7234
710,2021,Marin,Condo/Co-op,103.18,753545.45,Marin,38.0734,-122.7234
711,2021,Marin,Multi-Family (2-4 Unit),28.36,1619276.82,Marin,38.0734,-122.7234
712,2021,Marin,Single Family Residential,260.45,1780500,Marin,38.0734,-122.7234
713,2021,Marin,Townhouse,17.4,896475.6,Marin,38.0734,-122.7234
714,2022,Marin,All Residential,390,2750000,Marin,38.0734,-122.7234
715,2022,Marin,Condo/Co-op,136,1453830,Marin,38.0734,-122.7234
716,2022,Marin,Multi-Family (2-4 Unit),21,2966350,Marin,38.0734,-122.7234
717,2022,Marin,Single Family Residential,211,3251000,Marin,38.0734,-122.7234
718,2022,Marin,Townhouse,22,1695000,Marin,38.0734,-122.7234
719,2013,Mariposa,All Residential,0,155000,Mariposa,37.5815,-119.9054
720,2013,Mariposa,Single Family Residential,0,155000,Mariposa,37.5815,-119.9054
721,2015,Mariposa,All Residential,4,625000,Mariposa,37.5815,-119.9054
722,2015,Mariposa,Single Family Residential,4,625000,Mariposa,37.5815,-119.9054
723,2016,Mariposa,All Residential,1,845000,Mariposa,37.5815,-119.9054
724,2016,Mariposa,Single Family Residential,1,845000,Mariposa,37.5815,-119.9054
725,2018,Mariposa,All Residential,2,630000,Mariposa,37.5815,-119.9054
726,2018,Mariposa,Multi-Family (2-4 Unit),0,330000,Mariposa,37.5815,-119.9054
727,2018,Mariposa,Single Family Residential,0,300000,Mariposa,37.5815,-119.9054
728,2019,Mariposa,All Residential,4.5,692000,Mariposa,37.5815,-119.9054
729,2019,Mariposa,Single Family Residential,4.5,692000,Mariposa,37.5815,-119.9054
730,2020,Mariposa,All Residential,15.67,608833.33,Mariposa,37.5815,-119.9054
731,2020,Mariposa,Single Family Residential,15.67,608833.33,Mariposa,37.5815,-119.9054
732,2021,Mariposa,All Residential,77.78,470416.67,Mariposa,37.5815,-119.9054
733,2021,Mariposa,Condo/Co-op,0.67,408666.67,Mariposa,37.5815,-119.9054
734,2021,Mariposa,Multi-Family (2-4 Unit),4,777250,Mariposa,37.5815,-119.9054
735,2021,Mariposa,Single Family Residential,73.11,473750,Mariposa,37.5815,-119.9054
736,2021,Mariposa,Townhouse,2,460000,Mariposa,37.5815,-119.9054
737,2022,Mariposa,All Residential,130,809000,Mariposa,37.5815,-119.9054
738,2022,Mariposa,Multi-Family (2-4 Unit),3,350000,Mariposa,37.5815,-119.9054
739,2022,Mariposa,Single Family Residential,124,812750,Mariposa,37.5815,-119.9054
740,2012,Merced,All Residential,558.27,131650,Merced,37.1919,-120.7177
741,2012,Merced,Condo/Co-op,5.67,67210.83,Merced,37.1919,-120.7177
742,2012,Merced,Multi-Family (2-4 Unit),20.45,119082.73,Merced,37.1919,-120.7177
743,2012,Merced,Single Family Residential,532.36,132522.73,Merced,37.1919,-120.7177
744,2012,Merced,Townhouse,0,106500,Merced,37.1919,-120.7177
745,2013,Merced,All Residential,356.36,167636.36,Merced,37.1919,-120.7177
746,2013,Merced,Condo/Co-op,3.86,104551.43,Merced,37.1919,-120.7177
747,2013,Merced,Multi-Family (2-4 Unit),18.27,142477.27,Merced,37.1919,-120.7177
748,2013,Merced,Single Family Residential,334.45,168568.18,Merced,37.1919,-120.7177
749,2014,Merced,All Residential,602.27,195309.09,Merced,37.1919,-120.7177
750,2014,Merced,Condo/Co-op,6.11,112750,Merced,37.1919,-120.7177
751,2014,Merced,Multi-Family (2-4 Unit),46.82,170318.18,Merced,37.1919,-120.7177
752,2014,Merced,Single Family Residential,548.36,197204.55,Merced,37.1919,-120.7177
753,2014,Merced,Townhouse,2,304000,Merced,37.1919,-120.7177
754,2015,Merced,All Residential,627.27,224136.36,Merced,37.1919,-120.7177
755,2015,Merced,Condo/Co-op,4.8,117630,Merced,37.1919,-120.7177
756,2015,Merced,Multi-Family (2-4 Unit),29.18,179886.36,Merced,37.1919,-120.7177
757,2015,Merced,Single Family Residential,592.55,227336.36,Merced,37.1919,-120.7177
758,2015,Merced,Townhouse,0.5,126250,Merced,37.1919,-120.7177
759,2016,Merced,All Residential,593.27,246781.82,Merced,37.1919,-120.7177
760,2016,Merced,Condo/Co-op,3.33,175323.22,Merced,37.1919,-120.7177
761,2016,Merced,Multi-Family (2-4 Unit),29.5,201875,Merced,37.1919,-120.7177
762,2016,Merced,Single Family Residential,560,248015.36,Merced,37.1919,-120.7177
763,2016,Merced,Townhouse,0,120000,Merced,37.1919,-120.7177
764,2017,Merced,All Residential,581.45,270234.73,Merced,37.1919,-120.7177
765,2017,Merced,Condo/Co-op,7.62,188937.5,Merced,37.1919,-120.7177
766,2017,Merced,Multi-Family (2-4 Unit),28.45,216318.18,Merced,37.1919,-120.7177
767,2017,Merced,Single Family Residential,543.82,272584.45,Merced,37.1919,-120.7177
768,2017,Merced,Townhouse,2,199500,Merced,37.1919,-120.7177
769,2018,Merced,All Residential,670.73,298685.73,Merced,37.1919,-120.7177
770,2018,Merced,Condo/Co-op,10.1,168625,Merced,37.1919,-120.7177
771,2018,Merced,Multi-Family (2-4 Unit),27.55,289977.27,Merced,37.1919,-120.7177
772,2018,Merced,Single Family Residential,630,300472.41,Merced,37.1919,-120.7177
773,2018,Merced,Townhouse,4.17,265125,Merced,37.1919,-120.7177
774,2019,Merced,All Residential,724.27,308688.64,Merced,37.1919,-120.7177
775,2019,Merced,Condo/Co-op,10,168454.55,Merced,37.1919,-120.7177
776,2019,Merced,Multi-Family (2-4 Unit),15.36,312568.18,Merced,37.1919,-120.7177
777,2019,Merced,Single Family Residential,696.82,309831.82,Merced,37.1919,-120.7177
778,2019,Merced,Townhouse,2.33,300833.33,Merced,37.1919,-120.7177
779,2020,Merced,All Residential,452.27,336777.27,Merced,37.1919,-120.7177
780,2020,Merced,Condo/Co-op,6.6,220750,Merced,37.1919,-120.7177
781,2020,Merced,Multi-Family (2-4 Unit),17.27,357363.64,Merced,37.1919,-120.7177
782,2020,Merced,Single Family Residential,425.73,337691.23,Merced,37.1919,-120.7177
783,2020,Merced,Townhouse,3,293333.33,Merced,37.1919,-120.7177
784,2021,Merced,All Residential,291.09,400764.77,Merced,37.1919,-120.7177
785,2021,Merced,Condo/Co-op,4.67,297333.33,Merced,37.1919,-120.7177
786,2021,Merced,Multi-Family (2-4 Unit),24.73,397136.36,Merced,37.1919,-120.7177
787,2021,Merced,Single Family Residential,260.55,403204.77,Merced,37.1919,-120.7177
788,2021,Merced,Townhouse,1.29,324571.43,Merced,37.1919,-120.7177
789,2022,Merced,All Residential,436,806000,Merced,37.1919,-120.7177
790,2022,Merced,Condo/Co-op,3,515000,Merced,37.1919,-120.7177
791,2022,Merced,Multi-Family (2-4 Unit),34,770637.5,Merced,37.1919,-120.7177
792,2022,Merced,Single Family Residential,399,812000,Merced,37.1919,-120.7177
793,2022,Merced,Townhouse,0,290000,Merced,37.1919,-120.7177
794,2012,Monterey,All Residential,902,308545.45,Monterey,36.2172,-121.2392
795,2012,Monterey,Condo/Co-op,67.27,234931.82,Monterey,36.2172,-121.2392
796,2012,Monterey,Multi-Family (2-4 Unit),19.27,338690.91,Monterey,36.2172,-121.2392
797,2012,Monterey,Single Family Residential,787.36,314200,Monterey,36.2172,-121.2392
798,2012,Monterey,Townhouse,28.09,407650,Monterey,36.2172,-121.2392
799,2013,Monterey,All Residential,707.45,406481.82,Monterey,36.2172,-121.2392
800,2013,Monterey,Condo/Co-op,48.18,335818.18,Monterey,36.2172,-121.2392
801,2013,Monterey,Multi-Family (2-4 Unit),17.55,372477.27,Monterey,36.2172,-121.2392
802,2013,Monterey,Single Family Residential,626.18,413250,Monterey,36.2172,-121.2392
803,2013,Monterey,Townhouse,15.55,410963.64,Monterey,36.2172,-121.2392
804,2014,Monterey,All Residential,865.55,467209.09,Monterey,36.2172,-121.2392
805,2014,Monterey,Condo/Co-op,70,366795.45,Monterey,36.2172,-121.2392
806,2014,Monterey,Multi-Family (2-4 Unit),26.64,549681.82,Monterey,36.2172,-121.2392
807,2014,Monterey,Single Family Residential,752,477390.91,Monterey,36.2172,-121.2392
808,2014,Monterey,Townhouse,17.8,465825,Monterey,36.2172,-121.2392
809,2015,Monterey,All Residential,915.91,499900,Monterey,36.2172,-121.2392
810,2015,Monterey,Condo/Co-op,63.18,398500,Monterey,36.2172,-121.2392
811,2015,Monterey,Multi-Family (2-4 Unit),29.73,569061.36,Monterey,36.2172,-121.2392
812,2015,Monterey,Single Family Residential,807.73,509237.68,Monterey,36.2172,-121.2392
813,2015,Monterey,Townhouse,15.27,546231.82,Monterey,36.2172,-121.2392
814,2016,Monterey,All Residential,1019.64,538772.73,Monterey,36.2172,-121.2392
815,2016,Monterey,Condo/Co-op,71.27,422163.64,Monterey,36.2172,-121.2392
816,2016,Monterey,Multi-Family (2-4 Unit),35.36,585227.27,Monterey,36.2172,-121.2392
817,2016,Monterey,Single Family Residential,896.36,550113.64,Monterey,36.2172,-121.2392
818,2016,Monterey,Townhouse,16.64,627727.27,Monterey,36.2172,-121.2392
819,2017,Monterey,All Residential,951.91,610204.95,Monterey,36.2172,-121.2392
820,2017,Monterey,Condo/Co-op,73.91,485318.18,Monterey,36.2172,-121.2392
821,2017,Monterey,Multi-Family (2-4 Unit),27.73,778954.55,Monterey,36.2172,-121.2392
822,2017,Monterey,Single Family Residential,833.27,618272.73,Monterey,36.2172,-121.2392
823,2017,Monterey,Townhouse,17,571113.64,Monterey,36.2172,-121.2392
824,2018,Monterey,All Residential,946.55,644000,Monterey,36.2172,-121.2392
825,2018,Monterey,Condo/Co-op,91.36,515700,Monterey,36.2172,-121.2392
826,2018,Monterey,Multi-Family (2-4 Unit),24.09,704500,Monterey,36.2172,-121.2392
827,2018,Monterey,Single Family Residential,809.91,660147.27,Monterey,36.2172,-121.2392
828,2018,Monterey,Townhouse,21.18,630043.77,Monterey,36.2172,-121.2392
829,2019,Monterey,All Residential,960.27,655659.09,Monterey,36.2172,-121.2392
830,2019,Monterey,Condo/Co-op,110.82,490678.59,Monterey,36.2172,-121.2392
831,2019,Monterey,Multi-Family (2-4 Unit),19.9,761925,Monterey,36.2172,-121.2392
832,2019,Monterey,Single Family Residential,807.45,671886.36,Monterey,36.2172,-121.2392
833,2019,Monterey,Townhouse,23,651437.41,Monterey,36.2172,-121.2392
834,2020,Monterey,All Residential,752.09,748609.09,Monterey,36.2172,-121.2392
835,2020,Monterey,Condo/Co-op,76.91,559068.18,Monterey,36.2172,-121.2392
836,2020,Monterey,Multi-Family (2-4 Unit),18.82,692411.14,Monterey,36.2172,-121.2392
837,2020,Monterey,Single Family Residential,642.36,785863.64,Monterey,36.2172,-121.2392
838,2020,Monterey,Townhouse,14,671450,Monterey,36.2172,-121.2392
839,2021,Monterey,All Residential,537.73,872250,Monterey,36.2172,-121.2392
840,2021,Monterey,Condo/Co-op,45.09,627863.64,Monterey,36.2172,-121.2392
841,2021,Monterey,Multi-Family (2-4 Unit),15.55,1062045.45,Monterey,36.2172,-121.2392
842,2021,Monterey,Single Family Residential,464,898090.91,Monterey,36.2172,-121.2392
843,2021,Monterey,Townhouse,13.09,781772.73,Monterey,36.2172,-121.2392
844,2022,Monterey,All Residential,584,1663000,Monterey,36.2172,-121.2392
845,2022,Monterey,Condo/Co-op,59,1307500,Monterey,36.2172,-121.2392
846,2022,Monterey,Multi-Family (2-4 Unit),25,1795000,Monterey,36.2172,-121.2392
847,2022,Monterey,Single Family Residential,490,1713000,Monterey,36.2172,-121.2392
848,2022,Monterey,Townhouse,10,1304000,Monterey,36.2172,-121.2392
849,2012,Napa,All Residential,459,379859.09,Napa,38.5065,-122.3305
850,2012,Napa,Condo/Co-op,45.36,282274.36,Napa,38.5065,-122.3305
851,2012,Napa,Multi-Family (2-4 Unit),70.27,677272.73,Napa,38.5065,-122.3305
852,2012,Napa,Single Family Residential,343.36,378372.73,Napa,38.5065,-122.3305
853,2013,Napa,All Residential,382.73,490500,Napa,38.5065,-122.3305
854,2013,Napa,Condo/Co-op,29.27,374318.18,Napa,38.5065,-122.3305
855,2013,Napa,Multi-Family (2-4 Unit),72.27,850395.45,Napa,38.5065,-122.3305
856,2013,Napa,Single Family Residential,281.18,496500,Napa,38.5065,-122.3305
857,2014,Napa,All Residential,398.27,560522.73,Napa,38.5065,-122.3305
858,2014,Napa,Condo/Co-op,28.73,380236.36,Napa,38.5065,-122.3305
859,2014,Napa,Multi-Family (2-4 Unit),64.45,1178312.64,Napa,38.5065,-122.3305
860,2014,Napa,Single Family Residential,305.09,566722.73,Napa,38.5065,-122.3305
861,2015,Napa,All Residential,446.36,615045.45,Napa,38.5065,-122.3305
862,2015,Napa,Condo/Co-op,32.82,428618.18,Napa,38.5065,-122.3305
863,2015,Napa,Multi-Family (2-4 Unit),75.45,1025022.73,Napa,38.5065,-122.3305
864,2015,Napa,Single Family Residential,338.09,619272.73,Napa,38.5065,-122.3305
865,2016,Napa,All Residential,477.27,655289.68,Napa,38.5065,-122.3305
866,2016,Napa,Condo/Co-op,28.91,473500,Napa,38.5065,-122.3305
867,2016,Napa,Multi-Family (2-4 Unit),73.36,1461254.55,Napa,38.5065,-122.3305
868,2016,Napa,Single Family Residential,374.82,659931.82,Napa,38.5065,-122.3305
869,2016,Napa,Townhouse,0,437000,Napa,38.5065,-122.3305
870,2017,Napa,All Residential,437.82,698659.09,Napa,38.5065,-122.3305
871,2017,Napa,Condo/Co-op,29.09,510045.45,Napa,38.5065,-122.3305
872,2017,Napa,Multi-Family (2-4 Unit),70.55,1121350,Napa,38.5065,-122.3305
873,2017,Napa,Single Family Residential,338.18,699840.91,Napa,38.5065,-122.3305
874,2018,Napa,All Residential,445.36,733095.45,Napa,38.5065,-122.3305
875,2018,Napa,Condo/Co-op,30.91,563663.64,Napa,38.5065,-122.3305
876,2018,Napa,Multi-Family (2-4 Unit),68.73,1192827.27,Napa,38.5065,-122.3305
877,2018,Napa,Single Family Residential,345.73,734050,Napa,38.5065,-122.3305
878,2019,Napa,All Residential,510.82,739909.05,Napa,38.5065,-122.3305
879,2019,Napa,Condo/Co-op,48,548477.27,Napa,38.5065,-122.3305
880,2019,Napa,Multi-Family (2-4 Unit),83.91,1275227.27,Napa,38.5065,-122.3305
881,2019,Napa,Single Family Residential,378.73,734045.41,Napa,38.5065,-122.3305
882,2020,Napa,All Residential,429.45,791772.73,Napa,38.5065,-122.3305
883,2020,Napa,Condo/Co-op,52.09,555590.91,Napa,38.5065,-122.3305
884,2020,Napa,Multi-Family (2-4 Unit),75.09,1570090.91,Napa,38.5065,-122.3305
885,2020,Napa,Single Family Residential,301.36,792204.55,Napa,38.5065,-122.3305
886,2020,Napa,Townhouse,1,774539,Napa,38.5065,-122.3305
887,2021,Napa,All Residential,343.27,904663.82,Napa,38.5065,-122.3305
888,2021,Napa,Condo/Co-op,26.09,625008.59,Napa,38.5065,-122.3305
889,2021,Napa,Multi-Family (2-4 Unit),28.18,1396409.09,Napa,38.5065,-122.3305
890,2021,Napa,Single Family Residential,282.27,937295.45,Napa,38.5065,-122.3305
891,2021,Napa,Townhouse,6.73,712662.14,Napa,38.5065,-122.3305
892,2022,Napa,All Residential,406,1662500,Napa,38.5065,-122.3305
893,2022,Napa,Condo/Co-op,29,1094000,Napa,38.5065,-122.3305
894,2022,Napa,Multi-Family (2-4 Unit),34,2700000,Napa,38.5065,-122.3305
895,2022,Napa,Single Family Residential,339,1750000,Napa,38.5065,-122.3305
896,2022,Napa,Townhouse,4,1344342.5,Napa,38.5065,-122.3305
897,2012,Nevada,All Residential,311.55,285818.18,Nevada,39.3014,-120.7685
898,2012,Nevada,Condo/Co-op,33.55,274036.36,Nevada,39.3014,-120.7685
899,2012,Nevada,Multi-Family (2-4 Unit),0.33,182895.44,Nevada,39.3014,-120.7685
900,2012,Nevada,Single Family Residential,277.09,291863.64,Nevada,39.3014,-120.7685
901,2012,Nevada,Townhouse,0.56,173000,Nevada,39.3014,-120.7685
902,2013,Nevada,All Residential,378.45,349886.36,Nevada,39.3014,-120.7685
903,2013,Nevada,Condo/Co-op,40.27,322963.64,Nevada,39.3014,-120.7685
904,2013,Nevada,Multi-Family (2-4 Unit),0.9,291215,Nevada,39.3014,-120.7685
905,2013,Nevada,Single Family Residential,337,353565.86,Nevada,39.3014,-120.7685
906,2013,Nevada,Townhouse,0.22,242010.22,Nevada,39.3014,-120.7685
907,2014,Nevada,All Residential,457,379240.91,Nevada,39.3014,-120.7685
908,2014,Nevada,Condo/Co-op,42.45,306490.91,Nevada,39.3014,-120.7685
909,2014,Nevada,Multi-Family (2-4 Unit),2.5,422250,Nevada,39.3014,-120.7685
910,2014,Nevada,Single Family Residential,411.82,383065.18,Nevada,39.3014,-120.7685
911,2014,Nevada,Townhouse,0,256468.83,Nevada,39.3014,-120.7685
912,2015,Nevada,All Residential,450.45,404000,Nevada,39.3014,-120.7685
913,2015,Nevada,Condo/Co-op,44.27,350431.82,Nevada,39.3014,-120.7685
914,2015,Nevada,Multi-Family (2-4 Unit),3.62,302207.44,Nevada,39.3014,-120.7685
915,2015,Nevada,Single Family Residential,402.64,409045.45,Nevada,39.3014,-120.7685
916,2015,Nevada,Townhouse,0,303757.67,Nevada,39.3014,-120.7685
917,2016,Nevada,All Residential,453.09,426409.09,Nevada,39.3014,-120.7685
918,2016,Nevada,Condo/Co-op,45.18,360692.55,Nevada,39.3014,-120.7685
919,2016,Nevada,Multi-Family (2-4 Unit),3.22,439833.33,Nevada,39.3014,-120.7685
920,2016,Nevada,Single Family Residential,404.55,433459.09,Nevada,39.3014,-120.7685
921,2016,Nevada,Townhouse,0,268000,Nevada,39.3014,-120.7685
922,2017,Nevada,All Residential,419.36,478736.36,Nevada,39.3014,-120.7685
923,2017,Nevada,Condo/Co-op,35.64,382500,Nevada,39.3014,-120.7685
924,2017,Nevada,Multi-Family (2-4 Unit),1.83,476368.75,Nevada,39.3014,-120.7685
925,2017,Nevada,Single Family Residential,381.64,485704.55,Nevada,39.3014,-120.7685
926,2017,Nevada,Townhouse,0.25,308500,Nevada,39.3014,-120.7685
927,2018,Nevada,All Residential,439,504454.55,Nevada,39.3014,-120.7685
928,2018,Nevada,Condo/Co-op,32.45,413750,Nevada,39.3014,-120.7685
929,2018,Nevada,Multi-Family (2-4 Unit),1.43,664503.57,Nevada,39.3014,-120.7685
930,2018,Nevada,Single Family Residential,405,510757.14,Nevada,39.3014,-120.7685
931,2018,Nevada,Townhouse,0,387000,Nevada,39.3014,-120.7685
932,2019,Nevada,All Residential,705.18,497734.91,Nevada,39.3014,-120.7685
933,2019,Nevada,Condo/Co-op,36.64,449636.36,Nevada,39.3014,-120.7685
934,2019,Nevada,Multi-Family (2-4 Unit),5.67,650833.33,Nevada,39.3014,-120.7685
935,2019,Nevada,Single Family Residential,663.82,503795.45,Nevada,39.3014,-120.7685
936,2019,Nevada,Townhouse,0,373500,Nevada,39.3014,-120.7685
937,2020,Nevada,All Residential,548.91,564250,Nevada,39.3014,-120.7685
938,2020,Nevada,Condo/Co-op,32.73,497613.64,Nevada,39.3014,-120.7685
939,2020,Nevada,Multi-Family (2-4 Unit),12,519844.44,Nevada,39.3014,-120.7685
940,2020,Nevada,Single Family Residential,502.27,572045.45,Nevada,39.3014,-120.7685
941,2020,Nevada,Townhouse,3.5,335000,Nevada,39.3014,-120.7685
942,2021,Nevada,All Residential,353.55,681681.82,Nevada,39.3014,-120.7685
943,2021,Nevada,Condo/Co-op,19.27,620140.91,Nevada,39.3014,-120.7685
944,2021,Nevada,Multi-Family (2-4 Unit),18.09,742704.55,Nevada,39.3014,-120.7685
945,2021,Nevada,Single Family Residential,315.64,684472.73,Nevada,39.3014,-120.7685
946,2021,Nevada,Townhouse,0.6,703905.2,Nevada,39.3014,-120.7685
947,2022,Nevada,All Residential,415,1219000,Nevada,39.3014,-120.7685
948,2022,Nevada,Condo/Co-op,19,1138500,Nevada,39.3014,-120.7685
949,2022,Nevada,Multi-Family (2-4 Unit),24,1467500,Nevada,39.3014,-120.7685
950,2022,Nevada,Single Family Residential,372,1214000,Nevada,39.3014,-120.7685
951,2012,Orange,All Residential,6647.82,461590.91,Orange,33.703,-117.7611
952,2012,Orange,Condo/Co-op,2065.09,291159.09,Orange,33.703,-117.7611
953,2012,Orange,Multi-Family (2-4 Unit),175.09,699840.91,Orange,33.703,-117.7611
954,2012,Orange,Single Family Residential,4383.27,559568.18,Orange,33.703,-117.7611
955,2012,Orange,Townhouse,24.36,359522.73,Orange,33.703,-117.7611
956,2013,Orange,All Residential,4617.36,565000,Orange,33.703,-117.7611
957,2013,Orange,Condo/Co-op,1277.36,365250,Orange,33.703,-117.7611
958,2013,Orange,Multi-Family (2-4 Unit),164.36,833772.73,Orange,33.703,-117.7611
959,2013,Orange,Single Family Residential,2967,679340.91,Orange,33.703,-117.7611
960,2013,Orange,Townhouse,208.64,445977.27,Orange,33.703,-117.7611
961,2014,Orange,All Residential,6906.27,612618.18,Orange,33.703,-117.7611
962,2014,Orange,Condo/Co-op,1994.91,396181.82,Orange,33.703,-117.7611
963,2014,Orange,Multi-Family (2-4 Unit),190.73,903909.09,Orange,33.703,-117.7611
964,2014,Orange,Single Family Residential,4338.64,728731.82,Orange,33.703,-117.7611
965,2014,Orange,Townhouse,382,474149.09,Orange,33.703,-117.7611
966,2015,Orange,All Residential,7915.18,645208.68,Orange,33.703,-117.7611
967,2015,Orange,Condo/Co-op,2115.18,420699,Orange,33.703,-117.7611
968,2015,Orange,Multi-Family (2-4 Unit),230.45,958340.91,Orange,33.703,-117.7611
969,2015,Orange,Single Family Residential,5104.73,755318.18,Orange,33.703,-117.7611
970,2015,Orange,Townhouse,464.82,501181.82,Orange,33.703,-117.7611
971,2016,Orange,All Residential,8592.27,682272.73,Orange,33.703,-117.7611
972,2016,Orange,Condo/Co-op,2190,444636.36,Orange,33.703,-117.7611
973,2016,Orange,Multi-Family (2-4 Unit),223.27,1013295.45,Orange,33.703,-117.7611
974,2016,Orange,Single Family Residential,5710.82,793179.45,Orange,33.703,-117.7611
975,2016,Orange,Townhouse,468.18,535045.45,Orange,33.703,-117.7611
976,2017,Orange,All Residential,7896.09,724250,Orange,33.703,-117.7611
977,2017,Orange,Condo/Co-op,1880.64,478272.73,Orange,33.703,-117.7611
978,2017,Orange,Multi-Family (2-4 Unit),176.91,1159659.09,Orange,33.703,-117.7611
979,2017,Orange,Single Family Residential,5392.18,841454.55,Orange,33.703,-117.7611
980,2017,Orange,Townhouse,446.36,571095.45,Orange,33.703,-117.7611
981,2018,Orange,All Residential,8479.36,772250,Orange,33.703,-117.7611
982,2018,Orange,Condo/Co-op,2216.27,516068.18,Orange,33.703,-117.7611
983,2018,Orange,Multi-Family (2-4 Unit),178.09,1260477.27,Orange,33.703,-117.7611
984,2018,Orange,Single Family Residential,5589.18,879351.64,Orange,33.703,-117.7611
985,2018,Orange,Townhouse,495.82,606386.36,Orange,33.703,-117.7611
986,2019,Orange,All Residential,9071.45,777250,Orange,33.703,-117.7611
987,2019,Orange,Condo/Co-op,2522.18,507931.82,Orange,33.703,-117.7611
