Index,Year,County,Property_type,mean_inventory,Median_sales_price,Listing_price,Amount_sold_over
705,2020,Marin County,Condo/Co-op,130.82,749818.18,1525136.36,713659.09
706,2020,Marin County,Multi-Family (2-4 Unit),51.27,1752227.27,1525136.36,2470431.82
707,2020,Marin County,Single Family Residential,342.55,1526704.55,1420909.09,4210454.55
708,2020,Marin County,Townhouse,0.0,2450000.0,0.0,61945000.0
709,2021,Marin County,All Residential,408.27,1531727.27,1553181.82,37204.55
710,2021,Marin County,Condo/Co-op,103.18,753545.45,1553181.82,875272.73
711,2021,Marin County,Multi-Family (2-4 Unit),28.36,1619276.82,1553181.82,2474095.0
712,2021,Marin County,Single Family Residential,260.45,1780500.0,1566363.64,4178231.36
713,2021,Marin County,Townhouse,17.4,896475.6,1468500.0,5681530.1
714,2022,Marin County,All Residential,390.0,2750000.0,3834000.0,-301670.0
715,2022,Marin County,Condo/Co-op,136.0,1453830.0,3834000.0,1729830.0
716,2022,Marin County,Multi-Family (2-4 Unit),21.0,2966350.0,3834000.0,4861180.0
717,2022,Marin County,Single Family Residential,211.0,3251000.0,3834000.0,7387180.0
718,2022,Marin County,Townhouse,22.0,1695000.0,2564500.0,9551680.0
719,2013,Mariposa County,All Residential,0.0,155000.0,0.0,310000.0
720,2013,Mariposa County,Single Family Residential,0.0,155000.0,0.0,310000.0
721,2015,Mariposa County,All Residential,4.0,625000.0,1950000.0,-1250000.0
722,2015,Mariposa County,Single Family Residential,4.0,625000.0,1950000.0,-700000.0
723,2016,Mariposa County,All Residential,1.0,845000.0,0.0,1690000.0
724,2016,Mariposa County,Single Family Residential,1.0,845000.0,0.0,1690000.0
725,2018,Mariposa County,All Residential,2.0,630000.0,375000.0,585000.0
726,2018,Mariposa County,Multi-Family (2-4 Unit),0.0,330000.0,0.0,1260000.0
727,2018,Mariposa County,Single Family Residential,0.0,300000.0,0.0,1260000.0
728,2019,Mariposa County,All Residential,4.5,692000.0,239500.0,632500.0
729,2019,Mariposa County,Single Family Residential,4.5,692000.0,239500.0,1144500.0
730,2020,Mariposa County,All Residential,15.67,608833.33,1225500.0,-493666.67
731,2020,Mariposa County,Single Family Residential,15.67,608833.33,1045666.67,172000.0
732,2021,Mariposa County,All Residential,77.78,470416.67,521044.33,-29294.33
733,2021,Mariposa County,Condo/Co-op,0.67,408666.67,138333.33,1786916.67
734,2021,Mariposa County,Multi-Family (2-4 Unit),4.0,777250.0,587949.5,3239175.5
735,2021,Mariposa County,Single Family Residential,73.11,473750.0,474933.22,799289.0
736,2021,Mariposa County,Townhouse,2.0,460000.0,0.0,11738000.0
737,2022,Mariposa County,All Residential,130.0,809000.0,1359498.0,-200498.0
738,2022,Mariposa County,Multi-Family (2-4 Unit),3.0,350000.0,909499.0,616001.0
739,2022,Mariposa County,Single Family Residential,124.0,812750.0,909499.0,1062251.0
740,2012,Merced County,All Residential,558.27,131650.0,150465.91,-13645.68
741,2012,Merced County,Condo/Co-op,5.67,67210.83,155013.89,83658.06
742,2012,Merced County,Multi-Family (2-4 Unit),20.45,119082.73,150465.91,165257.5
743,2012,Merced County,Single Family Residential,532.36,132522.73,140020.45,307907.5
744,2012,Merced County,Townhouse,0.0,106500.0,0.0,4927207.5
745,2013,Merced County,All Residential,356.36,167636.36,191154.55,-13972.73
746,2013,Merced County,Condo/Co-op,3.86,104551.43,130800.0,249322.86
747,2013,Merced County,Multi-Family (2-4 Unit),18.27,142477.27,191154.55,197378.18
748,2013,Merced County,Single Family Residential,334.45,168568.18,178336.36,366878.18
749,2014,Merced County,All Residential,602.27,195309.09,227424.95,-27115.86
750,2014,Merced County,Condo/Co-op,6.11,112750.0,216911.06,157494.5
751,2014,Merced County,Multi-Family (2-4 Unit),46.82,170318.18,227424.95,245156.86
752,2014,Merced County,Single Family Residential,548.36,197204.55,210161.32,459011.41
753,2014,Merced County,Townhouse,2.0,304000.0,0.0,7509900.0
754,2015,Merced County,All Residential,627.27,224136.36,258382.73,-24700.91
755,2015,Merced County,Condo/Co-op,4.8,117630.0,194201.0,182229.0
756,2015,Merced County,Multi-Family (2-4 Unit),29.18,179886.36,258382.73,270530.91
757,2015,Merced County,Single Family Residential,592.55,227336.36,240675.45,510120.0
758,2015,Merced County,Townhouse,0.5,126250.0,0.0,4186875.0
759,2016,Merced County,All Residential,593.27,246781.82,261136.95,-1446.05
760,2016,Merced County,Condo/Co-op,3.33,175323.22,237845.17,256655.83
761,2016,Merced County,Multi-Family (2-4 Unit),29.5,201875.0,285150.65,366905.15
762,2016,Merced County,Single Family Residential,560.0,248015.36,261136.95,571538.32
763,2016,Merced County,Townhouse,0.0,120000.0,0.0,9159428.0
764,2017,Merced County,All Residential,581.45,270234.73,302049.45,-23451.09
765,2017,Merced County,Condo/Co-op,7.62,188937.5,287818.0,297067.25
766,2017,Merced County,Multi-Family (2-4 Unit),28.45,216318.18,304776.73,340730.73
767,2017,Merced County,Single Family Residential,543.82,272584.45,282049.45,628042.45
768,2017,Merced County,Townhouse,2.0,199500.0,132500.0,4998005.5
769,2018,Merced County,All Residential,670.73,298685.73,332537.73,-28397.45
770,2018,Merced County,Condo/Co-op,10.1,168625.0,308801.5,217877.8
771,2018,Merced County,Multi-Family (2-4 Unit),27.55,289977.27,332537.73,433438.59
772,2018,Merced County,Single Family Residential,630.0,300472.41,332537.73,729438.59
773,2018,Merced County,Townhouse,4.17,265125.0,232995.83,1943252.42
774,2019,Merced County,All Residential,724.27,308688.64,344735.36,-17864.91
775,2019,Merced County,Condo/Co-op,10.0,168454.55,344735.36,157771.45
776,2019,Merced County,Multi-Family (2-4 Unit),15.36,312568.18,344735.36,470032.82
777,2019,Merced County,Single Family Residential,696.82,309831.82,320189.91,797307.82
778,2019,Merced County,Townhouse,2.33,300833.33,103900.0,4228591.67
779,2020,Merced County,All Residential,452.27,336777.27,380066.73,-31016.73
780,2020,Merced County,Condo/Co-op,6.6,220750.0,317513.15,301341.85
781,2020,Merced County,Multi-Family (2-4 Unit),17.27,357363.64,380066.73,541695.27
782,2020,Merced County,Single Family Residential,425.73,337691.23,353837.82,901403.41
783,2020,Merced County,Townhouse,3.0,293333.33,164041.67,2388900.58
784,2021,Merced County,All Residential,291.09,400764.77,439349.91,-18676.05
785,2021,Merced County,Condo/Co-op,4.67,297333.33,455316.56,370618.17
786,2021,Merced County,Multi-Family (2-4 Unit),24.73,397136.36,439349.91,631187.59
787,2021,Merced County,Single Family Residential,260.55,403204.77,439349.91,1025937.82
788,2021,Merced County,Townhouse,1.29,324571.43,260314.29,2333995.0
789,2022,Merced County,All Residential,436.0,806000.0,798999.5,236000.5
790,2022,Merced County,Condo/Co-op,3.0,515000.0,798999.5,882000.5
791,2022,Merced County,Multi-Family (2-4 Unit),34.0,770637.5,1197999.5,1293638.0
792,2022,Merced County,Single Family Residential,399.0,812000.0,798999.5,2394638.0
793,2022,Merced County,Townhouse,0.0,290000.0,0.0,3193637.5
794,2012,Monterey County,All Residential,902.0,308545.45,358440.82,-39440.82
795,2012,Monterey County,Condo/Co-op,67.27,234931.82,358440.82,204309.18
796,2012,Monterey County,Multi-Family (2-4 Unit),19.27,338690.91,358440.82,548495.55
797,2012,Monterey County,Single Family Residential,787.36,314200.0,358440.82,852472.82
798,2012,Monterey County,Townhouse,28.09,407650.0,333304.5,1270713.68
799,2013,Monterey County,All Residential,707.45,406481.82,495599.95,-69390.86
800,2013,Monterey County,Condo/Co-op,48.18,335818.18,495599.95,267972.77
801,2013,Monterey County,Multi-Family (2-4 Unit),17.55,372477.27,495599.95,649040.95
802,2013,Monterey County,Single Family Residential,626.18,413250.0,495599.95,1074609.14
803,2013,Monterey County,Townhouse,15.55,410963.64,459327.23,1479663.68
804,2014,Monterey County,All Residential,865.55,467209.09,534709.09,-35045.45
805,2014,Monterey County,Condo/Co-op,70.0,366795.45,534709.09,327704.55
806,2014,Monterey County,Multi-Family (2-4 Unit),26.64,549681.82,534709.09,885250.0
807,2014,Monterey County,Single Family Residential,752.0,477390.91,534709.09,1349095.45
808,2014,Monterey County,Townhouse,17.8,465825.0,501735.0,2011275.0
809,2015,Monterey County,All Residential,915.91,499900.0,571363.64,-43372.73
810,2015,Monterey County,Condo/Co-op,63.18,398500.0,571363.64,365672.73
811,2015,Monterey County,Multi-Family (2-4 Unit),29.73,569061.36,571363.64,933870.45
812,2015,Monterey County,Single Family Residential,807.73,509237.68,571363.64,1471930.86
813,2015,Monterey County,Townhouse,15.27,546231.82,528181.82,1994749.05
814,2016,Monterey County,All Residential,1019.64,538772.73,638767.64,-67722.18
815,2016,Monterey County,Condo/Co-op,71.27,422163.64,638767.64,354032.36
816,2016,Monterey County,Multi-Family (2-4 Unit),35.36,585227.27,638767.64,951214.18
817,2016,Monterey County,Single Family Residential,896.36,550113.64,638767.64,1484782.36
818,2016,Monterey County,Townhouse,16.64,627727.27,589676.73,2134327.82
819,2017,Monterey County,All Residential,951.91,610204.95,698495.45,-54699.59
820,2017,Monterey County,Condo/Co-op,73.91,485318.18,698495.45,431982.23
821,2017,Monterey County,Multi-Family (2-4 Unit),27.73,778954.55,698495.45,1225891.32
822,2017,Monterey County,Single Family Residential,833.27,618272.73,698495.45,1828027.68
823,2017,Monterey County,Townhouse,17.0,571113.64,649495.45,2414368.59
824,2018,Monterey County,All Residential,946.55,644000.0,737981.82,-50345.45
825,2018,Monterey County,Condo/Co-op,91.36,515700.0,737981.82,458081.82
826,2018,Monterey County,Multi-Family (2-4 Unit),24.09,704500.0,737981.82,1176990.91
827,2018,Monterey County,Single Family Residential,809.91,660147.27,737981.82,1860229.09
828,2018,Monterey County,Townhouse,21.18,630043.77,683445.45,2470945.59
829,2019,Monterey County,All Residential,960.27,655659.09,758718.18,-77695.45
830,2019,Monterey County,Condo/Co-op,110.82,490678.59,758718.18,434324.05
831,2019,Monterey County,Multi-Family (2-4 Unit),19.9,761925.0,709140.0,1372656.45
832,2019,Monterey County,Single Family Residential,807.45,671886.36,758718.18,1801710.41
833,2019,Monterey County,Townhouse,23.0,651437.41,704445.45,2457875.09
834,2020,Monterey County,All Residential,752.09,748609.09,863363.55,-72027.18
835,2020,Monterey County,Condo/Co-op,76.91,559068.18,863363.55,451450.09
836,2020,Monterey County,Multi-Family (2-4 Unit),18.82,692411.14,863363.55,1194679.41
837,2020,Monterey County,Single Family Residential,642.36,785863.64,863363.55,1965543.05
838,2020,Monterey County,Townhouse,14.0,671450.0,807299.9,2928697.35
839,2021,Monterey County,All Residential,537.73,872250.0,928131.82,-3609.09
840,2021,Monterey County,Condo/Co-op,45.09,627863.64,928131.82,658800.0
841,2021,Monterey County,Multi-Family (2-4 Unit),15.55,1062045.45,928131.82,1707209.09
842,2021,Monterey County,Single Family Residential,464.0,898090.91,928131.82,2590209.09
843,2021,Monterey County,Townhouse,13.09,781772.73,858268.18,3383754.55
844,2022,Monterey County,All Residential,584.0,1663000.0,2524000.0,-133500.0
845,2022,Monterey County,Condo/Co-op,59.0,1307500.0,2524000.0,1306500.0
846,2022,Monterey County,Multi-Family (2-4 Unit),25.0,1795000.0,2524000.0,3086500.0
847,2022,Monterey County,Single Family Residential,490.0,1713000.0,2524000.0,4651000.0
848,2022,Monterey County,Townhouse,10.0,1304000.0,1675000.0,6107500.0
849,2012,Napa County,All Residential,459.0,379859.09,449936.36,-55031.82
850,2012,Napa County,Condo/Co-op,45.36,282274.36,449936.36,254242.55
851,2012,Napa County,Multi-Family (2-4 Unit),70.27,677272.73,449936.36,920106.18
852,2012,Napa County,Single Family Residential,343.36,378372.73,419986.36,1297792.55
853,2013,Napa County,All Residential,382.73,490500.0,564990.91,-45854.55
854,2013,Napa County,Condo/Co-op,29.27,374318.18,564990.91,338009.09
855,2013,Napa County,Multi-Family (2-4 Unit),72.27,850395.45,564990.91,1185586.36
856,2013,Napa County,Single Family Residential,281.18,496500.0,529081.82,1682631.82
857,2014,Napa County,All Residential,398.27,560522.73,650590.64,-63931.55
858,2014,Napa County,Condo/Co-op,28.73,380236.36,650590.64,362003.82
859,2014,Napa County,Multi-Family (2-4 Unit),64.45,1178312.64,650590.64,1511799.27
860,2014,Napa County,Single Family Residential,305.09,566722.73,603817.91,2081976.55
861,2015,Napa County,All Residential,446.36,615045.45,689459.09,-43050.0
862,2015,Napa County,Condo/Co-op,32.82,428618.18,689459.09,434886.36
863,2015,Napa County,Multi-Family (2-4 Unit),75.45,1025022.73,689459.09,1422545.45
864,2015,Napa County,Single Family Residential,338.09,619272.73,647527.27,2040431.82
865,2016,Napa County,All Residential,477.27,655289.68,757286.36,-68723.95
866,2016,Napa County,Condo/Co-op,28.91,473500.0,757286.36,453957.86
867,2016,Napa County,Multi-Family (2-4 Unit),73.36,1461254.55,757286.36,1880144.23
868,2016,Napa County,Single Family Residential,374.82,659931.82,702831.82,2586871.5
869,2016,Napa County,Townhouse,0.0,437000.0,0.0,36186736.5
870,2017,Napa County,All Residential,437.82,698659.09,788940.91,-57554.55
871,2017,Napa County,Condo/Co-op,29.09,510045.45,788940.91,525127.27
872,2017,Napa County,Multi-Family (2-4 Unit),70.55,1121350.0,788940.91,1600113.64
873,2017,Napa County,Single Family Residential,338.18,699840.91,729031.82,2300863.64
874,2018,Napa County,All Residential,445.36,733095.45,819990.91,-45981.82
875,2018,Napa County,Condo/Co-op,30.91,563663.64,819990.91,554040.91
876,2018,Napa County,Multi-Family (2-4 Unit),68.73,1192827.27,819990.91,1728413.64
877,2018,Napa County,Single Family Residential,345.73,734050.0,766359.09,2457277.27
878,2019,Napa County,All Residential,510.82,739909.05,831883.77,-47429.27
879,2019,Napa County,Condo/Co-op,48.0,548477.27,831883.77,556502.55
880,2019,Napa County,Multi-Family (2-4 Unit),83.91,1275227.27,831883.77,1790366.18
881,2019,Napa County,Single Family Residential,378.73,734045.41,775747.41,2521911.59
882,2020,Napa County,All Residential,429.45,791772.73,920363.64,-91772.73
883,2020,Napa County,Condo/Co-op,52.09,555590.91,920363.64,489727.27
884,2020,Napa County,Multi-Family (2-4 Unit),75.09,1570090.91,920363.64,2058909.09
885,2020,Napa County,Single Family Residential,301.36,792204.55,852250.0,2911075.73
886,2020,Napa County,Townhouse,1.0,774539.0,390000.0,20787664.0
887,2021,Napa County,All Residential,343.27,904663.82,975888.82,-19861.36
888,2021,Napa County,Condo/Co-op,26.09,625008.59,975888.82,640147.23
889,2021,Napa County,Multi-Family (2-4 Unit),28.18,1396409.09,975888.82,2015851.77
890,2021,Napa County,Single Family Residential,282.27,937295.45,975888.82,2940778.86
891,2021,Napa County,Townhouse,6.73,712662.14,908419.14,3667619.95
892,2022,Napa County,All Residential,406.0,1662500.0,2742400.0,-537900.0
893,2022,Napa County,Condo/Co-op,29.0,1094000.0,2742400.0,1014100.0
894,2022,Napa County,Multi-Family (2-4 Unit),34.0,2700000.0,2742400.0,3539100.0
895,2022,Napa County,Single Family Residential,339.0,1750000.0,2742400.0,5019100.0
896,2022,Napa County,Townhouse,4.0,1344342.5,1864950.0,6685892.5
897,2012,Nevada County,All Residential,311.55,285818.18,470163.59,-156345.41
898,2012,Nevada County,Condo/Co-op,33.55,274036.36,436981.77,140395.5
899,2012,Nevada County,Multi-Family (2-4 Unit),0.33,182895.44,84888.89,808189.89
900,2012,Nevada County,Single Family Residential,277.09,291863.64,436981.77,575741.77
901,2012,Nevada County,Townhouse,0.56,173000.0,0.0,1396884.33
902,2013,Nevada County,All Residential,378.45,349886.36,488350.0,-118281.82
903,2013,Nevada County,Condo/Co-op,40.27,322963.64,451168.18,233954.55
904,2013,Nevada County,Multi-Family (2-4 Unit),0.9,291215.0,153100.0,905750.0
905,2013,Nevada County,Single Family Residential,337.0,353565.86,451168.18,868614.59
906,2013,Nevada County,Townhouse,0.22,242010.22,0.0,1820090.72
907,2014,Nevada County,All Residential,457.0,379240.91,533077.27,-129040.91
908,2014,Nevada County,Condo/Co-op,42.45,306490.91,533077.27,197200.0
909,2014,Nevada County,Multi-Family (2-4 Unit),2.5,422250.0,373041.67,1357550.0
910,2014,Nevada County,Single Family Residential,411.82,383065.18,492168.18,830697.0
911,2014,Nevada County,Townhouse,0.0,256468.83,0.0,2638180.0
912,2015,Nevada County,All Residential,450.45,404000.0,545109.09,-118381.82
913,2015,Nevada County,Condo/Co-op,44.27,350431.82,508790.91,267928.14
914,2015,Nevada County,Multi-Family (2-4 Unit),3.62,302207.44,403312.5,982488.69
915,2015,Nevada County,Single Family Residential,402.64,409045.45,508790.91,898564.5
916,2015,Nevada County,Townhouse,0.0,303757.67,0.0,5375727.5
917,2016,Nevada County,All Residential,453.09,426409.09,585556.73,-129965.82
918,2016,Nevada County,Condo/Co-op,45.18,360692.55,585556.73,284726.73
919,2016,Nevada County,Multi-Family (2-4 Unit),3.22,439833.33,271105.44,1176241.0
920,2016,Nevada County,Single Family Residential,404.55,433459.09,541965.82,1058913.09
921,2016,Nevada County,Townhouse,0.0,268000.0,105000.0,3639933.6
922,2017,Nevada County,All Residential,419.36,478736.36,620704.55,-120240.91
923,2017,Nevada County,Condo/Co-op,35.64,382500.0,572250.0,318505.68
924,2017,Nevada County,Multi-Family (2-4 Unit),1.83,476368.75,348125.0,1778010.42
925,2017,Nevada County,Single Family Residential,381.64,485704.55,572250.0,1053164.77
926,2017,Nevada County,Townhouse,0.25,308500.0,0.0,4727140.62
927,2018,Nevada County,All Residential,439.0,504454.55,621518.14,-92972.68
928,2018,Nevada County,Condo/Co-op,32.45,413750.0,621518.14,318504.59
929,2018,Nevada County,Multi-Family (2-4 Unit),1.43,664503.57,308571.43,1857396.43
930,2018,Nevada County,Single Family Residential,405.0,510757.14,576154.5,1298309.45
931,2018,Nevada County,Townhouse,0.0,387000.0,0.0,10572051.75
932,2019,Nevada County,All Residential,705.18,497734.91,591352.27,-62708.27
933,2019,Nevada County,Condo/Co-op,36.64,449636.36,545988.64,442700.82
934,2019,Nevada County,Multi-Family (2-4 Unit),5.67,650833.33,574437.5,1884909.83
935,2019,Nevada County,Single Family Residential,663.82,503795.45,545988.64,1294723.55
936,2019,Nevada County,Townhouse,0.0,373500.0,249681.25,5090777.25
937,2020,Nevada County,All Residential,548.91,564250.0,648057.5,-38466.59
938,2020,Nevada County,Condo/Co-op,32.73,497613.64,648330.14,443078.95
939,2020,Nevada County,Multi-Family (2-4 Unit),12.0,519844.44,610848.06,1255885.28
940,2020,Nevada County,Single Family Residential,502.27,572045.45,602875.68,1481360.68
941,2020,Nevada County,Townhouse,3.5,335000.0,298659.62,5699240.38
942,2021,Nevada County,All Residential,353.55,681681.82,747940.91,-27622.73
943,2021,Nevada County,Condo/Co-op,19.27,620140.91,747940.91,611154.55
944,2021,Nevada County,Multi-Family (2-4 Unit),18.09,742704.55,747940.91,1348404.55
945,2021,Nevada County,Single Family Residential,315.64,684472.73,747940.91,2013331.82
946,2021,Nevada County,Townhouse,0.6,703905.2,241900.0,6465805.2
947,2022,Nevada County,All Residential,415.0,1219000.0,1963995.0,-216495.0
948,2022,Nevada County,Condo/Co-op,19.0,1138500.0,1963995.0,1048005.0
949,2022,Nevada County,Multi-Family (2-4 Unit),24.0,1467500.0,1963995.0,2475005.0
950,2022,Nevada County,Single Family Residential,372.0,1214000.0,1331995.0,3707005.0
951,2012,Orange County,All Residential,6647.82,461590.91,545095.45,-61231.82
952,2012,Orange County,Condo/Co-op,2065.09,291159.09,545095.45,268040.91
953,2012,Orange County,Multi-Family (2-4 Unit),175.09,699840.91,545095.45,949768.18
954,2012,Orange County,Single Family Residential,4383.27,559568.18,545095.45,1506631.82
955,2012,Orange County,Townhouse,24.36,359522.73,506468.18,1865213.64
956,2013,Orange County,All Residential,4617.36,565000.0,647687.64,-56596.73
957,2013,Orange County,Condo/Co-op,1277.36,365250.0,647687.64,344380.55
958,2013,Orange County,Multi-Family (2-4 Unit),164.36,833772.73,647687.64,1165607.82
959,2013,Orange County,Single Family Residential,2967.0,679340.91,647687.64,1827039.64
960,2013,Orange County,Townhouse,208.64,445977.27,602242.18,2287098.73
961,2014,Orange County,All Residential,6906.27,612618.18,699163.64,-55181.82
962,2014,Orange County,Condo/Co-op,1994.91,396181.82,699163.64,387818.18
963,2014,Orange County,Multi-Family (2-4 Unit),190.73,903909.09,699163.64,1271227.27
964,2014,Orange County,Single Family Residential,4338.64,728731.82,699163.64,1979186.36
965,2014,Orange County,Townhouse,382.0,474149.09,646900.0,2468690.0
966,2015,Orange County,All Residential,7915.18,645208.68,738235.45,-60754.05
967,2015,Orange County,Condo/Co-op,2115.18,420699.0,738235.45,403581.32
968,2015,Orange County,Multi-Family (2-4 Unit),230.45,958340.91,738235.45,1345104.05
969,2015,Orange County,Single Family Residential,5104.73,755318.18,738235.45,2080331.32
970,2015,Orange County,Townhouse,464.82,501181.82,683644.55,2597104.05
971,2016,Orange County,All Residential,8592.27,682272.73,774964.73,-57919.27
972,2016,Orange County,Condo/Co-op,2190.0,444636.36,774964.73,433080.73
973,2016,Orange County,Multi-Family (2-4 Unit),223.27,1013295.45,774964.73,1427967.09
974,2016,Orange County,Single Family Residential,5710.82,793179.45,774964.73,2200964.73
975,2016,Orange County,Townhouse,468.18,535045.45,716783.0,2751646.45
976,2017,Orange County,All Residential,7896.09,724250.0,820967.09,-59626.18
977,2017,Orange County,Condo/Co-op,1880.64,478272.73,820967.09,470623.82
978,2017,Orange County,Multi-Family (2-4 Unit),176.91,1159659.09,820967.09,1608032.91
979,2017,Orange County,Single Family Residential,5392.18,841454.55,820967.09,2427442.0
980,2017,Orange County,Townhouse,446.36,571095.45,758694.36,3016037.45
981,2018,Orange County,All Residential,8479.36,772250.0,862226.55,-49067.45
982,2018,Orange County,Condo/Co-op,2216.27,516068.18,862226.55,535182.55
983,2018,Orange County,Multi-Family (2-4 Unit),178.09,1260477.27,862226.55,1756228.0
984,2018,Orange County,Single Family Residential,5589.18,879351.64,862226.55,2615466.0
985,2018,Orange County,Townhouse,495.82,606386.36,795408.36,3239125.09
986,2019,Orange County,All Residential,9071.45,777250.0,880950.05,-64268.23
987,2019,Orange County,Condo/Co-op,2522.18,507931.82,880950.05,511504.5
988,2019,Orange County,Multi-Family (2-4 Unit),214.09,1298568.18,880950.05,1774163.59
989,2019,Orange County,Single Family Residential,5789.09,886366.27,880950.05,2637257.14
990,2019,Orange County,Townhouse,546.09,599545.0,815040.95,3254620.32
991,2020,Orange County,All Residential,6661.09,836747.91,930748.91,-49682.82
992,2020,Orange County,Condo/Co-op,1927.09,543750.0,930748.91,573385.36
993,2020,Orange County,Multi-Family (2-4 Unit),181.27,1291659.09,930748.91,1818680.82
994,2020,Orange County,Single Family Residential,4089.36,963045.45,930748.91,2755362.64
995,2020,Orange County,Townhouse,463.36,641188.64,860748.91,3415642.18
996,2021,Orange County,All Residential,4339.55,971136.36,1037572.55,-19618.0
997,2021,Orange County,Condo/Co-op,1262.36,615113.64,1037572.55,660563.82
998,2021,Orange County,Multi-Family (2-4 Unit),153.36,1547483.45,1037572.55,2182979.09
999,2021,Orange County,Single Family Residential,2648.45,1165113.64,1037572.55,3316729.09
1000,2021,Orange County,Townhouse,275.36,748863.64,963208.91,4084501.82
1001,2022,Orange County,All Residential,4394.0,1958000.0,2912000.0,-345000.0
1002,2022,Orange County,Condo/Co-op,1316.0,1269000.0,2912000.0,1865000.0
1003,2022,Orange County,Multi-Family (2-4 Unit),206.0,3060000.0,2912000.0,4545000.0
1004,2022,Orange County,Single Family Residential,2594.0,2420000.0,2912000.0,6546000.0
1005,2022,Orange County,Townhouse,278.0,1541250.0,1943500.0,8304750.0
1006,2012,Placer County,All Residential,1757.18,303245.45,351205.86,-35305.95
1007,2012,Placer County,Condo/Co-op,213.82,172372.64,351205.86,139639.5
1008,2012,Placer County,Multi-Family (2-4 Unit),14.1,218075.0,357333.95,409353.45
1009,2012,Placer County,Single Family Residential,1526.91,309184.09,327274.05,668141.77
1010,2012,Placer County,Townhouse,2.4,165650.0,175385.0,2152979.8
1011,2013,Placer County,All Residential,1492.73,373269.32,432411.27,-38223.77
1012,2013,Placer County,Condo/Co-op,189.82,228639.5,432411.27,188588.45
1013,2013,Placer County,Multi-Family (2-4 Unit),19.09,290553.0,398784.0,520606.0
1014,2013,Placer County,Single Family Residential,1281.82,382338.95,434256.73,852362.23
1015,2013,Placer County,Townhouse,2.71,164178.57,371903.57,1795533.36
1016,2014,Placer County,All Residential,1928.45,407255.45,465456.77,-40155.86
1017,2014,Placer County,Condo/Co-op,203.73,240431.82,465456.77,204689.59
1018,2014,Placer County,Multi-Family (2-4 Unit),23.8,274655.0,472012.45,551098.55
1019,2014,Placer County,Single Family Residential,1699.45,414931.82,430920.41,897112.32
1020,2014,Placer County,Townhouse,2.0,243750.0,200725.0,2448918.33
1021,2015,Placer County,All Residential,1860.0,421572.64,486358.18,-49399.18
1022,2015,Placer County,Condo/Co-op,226.45,244954.55,486358.18,214214.45
1023,2015,Placer County,Multi-Family (2-4 Unit),18.55,333494.95,486358.18,547754.86
1024,2015,Placer County,Single Family Residential,1612.64,430642.27,486358.18,961488.05
1025,2015,Placer County,Townhouse,2.25,218812.5,467618.12,1718357.94
1026,2016,Placer County,All Residential,1701.27,459993.14,524404.55,-40320.5
1027,2016,Placer County,Condo/Co-op,224.64,278318.18,524404.55,258906.77
1028,2016,Placer County,Multi-Family (2-4 Unit),15.18,365075.0,524404.55,615709.05
1029,2016,Placer County,Single Family Residential,1459.82,468925.18,526140.0,1068716.95
1030,2016,Placer County,Townhouse,1.67,306083.33,448350.33,2740304.08
1031,2017,Placer County,All Residential,1447.91,489340.91,546021.27,-35430.36
1032,2017,Placer County,Condo/Co-op,169.36,317981.82,546021.27,297756.0
1033,2017,Placer County,Multi-Family (2-4 Unit),12.0,424272.73,546021.27,725119.64
1034,2017,Placer County,Single Family Residential,1264.18,497522.73,546021.27,1203142.36
1035,2017,Placer County,Townhouse,2.75,302798.31,407092.12,2273243.69
1036,2018,Placer County,All Residential,1511.09,520187.73,585081.36,-34143.64
1037,2018,Placer County,Condo/Co-op,164.73,342777.27,585081.36,301210.0
1038,2018,Placer County,Multi-Family (2-4 Unit),17.73,446876.36,539808.64,811850.91
1039,2018,Placer County,Single Family Residential,1325.73,533956.86,586449.55,1280985.05
1040,2018,Placer County,Townhouse,3.33,366111.11,498616.11,2121026.17
1041,2019,Placer County,All Residential,1537.0,539681.82,606487.09,-40964.36
1042,2019,Placer County,Condo/Co-op,142.55,354477.27,606487.09,369035.64
1043,2019,Placer County,Multi-Family (2-4 Unit),14.91,529272.73,557856.18,910234.73
1044,2019,Placer County,Single Family Residential,1376.45,549877.36,606487.09,1377958.45
1045,2019,Placer County,Townhouse,3.2,406575.0,359740.0,2217475.1
1046,2020,Placer County,All Residential,1109.36,577772.27,644487.27,-36601.36
1047,2020,Placer County,Condo/Co-op,136.55,387909.09,599123.64,400603.18
1048,2020,Placer County,Multi-Family (2-4 Unit),15.7,524920.0,606111.0,1031058.5
1049,2020,Placer County,Single Family Residential,955.27,588818.18,644487.27,1414939.55
1050,2020,Placer County,Townhouse,2.44,322944.44,551234.44,2254898.33
1051,2021,Placer County,All Residential,687.91,694662.23,750470.77,-19444.91
1052,2021,Placer County,Condo/Co-op,74.73,460954.55,750470.77,472827.82
1053,2021,Placer County,Multi-Family (2-4 Unit),25.18,709000.0,750470.77,1167782.36
1054,2021,Placer County,Single Family Residential,585.91,705363.64,750388.95,1858835.0
1055,2021,Placer County,Townhouse,2.2,451932.1,705537.85,2573372.7
1056,2022,Placer County,All Residential,834.0,1346250.0,2053000.0,-325750.0
1057,2022,Placer County,Condo/Co-op,76.0,876000.0,2053000.0,1256750.0
1058,2022,Placer County,Multi-Family (2-4 Unit),36.0,1772500.0,2053000.0,2627214.0
1059,2022,Placer County,Single Family Residential,719.0,1365464.0,2053000.0,3734714.0
